구분,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세(만원),층,건축년도,도로명
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.75,202201,25,"        14,900",             0,16,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.75,202201,25,"        14,280",             0,10,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.98,202201,25,"        14,950",             0,16,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.15,202202,7,"        14,600",             0,16,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.65,202202,7,"        14,930",             0,10,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.75,202202,9,"        15,000",             0,11,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.32,202202,9,"        14,790",             0,12,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,22.67,202202,16,"        16,150",             0,16,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,23.18,202202,16,"        14,850",             0,8,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,23.18,202202,16,"        16,500",             0,10,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.15,202202,18,"        14,660",             0,14,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,23.18,202203,12,"        16,350",             0,16,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.65,202203,12,"        15,000",             0,13,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.65,202203,19,"        15,050",             0,14,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.32,202203,19,"        14,790",             0,11,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.32,202203,31,"        14,790",             0,14,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,23.18,202204,6,"        16,450",             0,5,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,월세,18.32,202204,7,"         2,000",            50,9,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.32,202204,26,"        14,550",             0,10,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.67,202205,18,"        12,000",             0,3,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.65,202205,20,"        15,000",             0,5,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.98,202205,20,"        14,990",             0,15,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.75,202205,25,"        14,580",             0,5,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,월세,18.15,202206,4,"         1,000",            63,15,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,22.67,202206,8,"        16,170",             0,15,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,월세,18.75,202207,20,"         1,000",            55,4,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.65,202207,26,"        14,800",             0,7,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,23.18,202208,12,"        17,000",             0,15,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.75,202208,19,"        15,150",             0,9,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.75,202208,19,"        14,850",             0,7,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.75,202209,17,"        15,000",             0,13,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.75,202210,6,"        15,140",             0,8,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.65,202210,8,"        15,200",             0,12,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.65,202210,8,"        15,200",             0,12,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.32,202210,8,"        14,800",             0,6,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.75,202210,8,"        15,000",             0,14,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,월세,18.32,202210,13,"        14,000",             5,7,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.75,202210,26,"        15,000",             2,8,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.75,202210,26,"        15,300",             0,8,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.75,202210,26,"        15,000",             0,7,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.15,202211,15,"        14,660",             0,7,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,23.18,202211,15,"        16,600",             0,6,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.75,202211,15,"        15,300",             0,16,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.65,202211,15,"        14,500",             0,11,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.75,202212,5,"        15,000",             0,11,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.75,202212,5,"        15,000",             0,11,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.75,202212,5,"        15,000",             0,13,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,월세,21.69,202212,9,"         1,000",            65,16,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,23.18,202212,19,"        16,500",             0,11,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,461,0461,0000,마포 신영 지웰,월세,30.09,202202,4,"         1,000",            85,9,2004,백범로 178
오피스텔,서울특별시 마포구 공덕동,461,0461,0000,마포 신영 지웰,월세,27.37,202202,10,"         2,000",            75,10,2004,백범로 178
오피스텔,서울특별시 마포구 공덕동,461,0461,0000,마포 신영 지웰,월세,27.37,202202,17,"         1,200",            35,16,2004,백범로 178
오피스텔,서울특별시 마포구 공덕동,461,0461,0000,마포 신영 지웰,월세,30.09,202202,22,"         1,000",            85,7,2004,백범로 178
오피스텔,서울특별시 마포구 공덕동,461,0461,0000,마포 신영 지웰,월세,27.05,202203,10,           500,            70,4,2004,백범로 178
오피스텔,서울특별시 마포구 공덕동,461,0461,0000,마포 신영 지웰,전세,53.16,202203,23,"        50,000",             0,11,2004,백범로 178
오피스텔,서울특별시 마포구 공덕동,461,0461,0000,마포 신영 지웰,전세,53.16,202203,23,"        46,000",            20,11,2004,백범로 178
오피스텔,서울특별시 마포구 공덕동,461,0461,0000,마포 신영 지웰,월세,25.91,202205,25,"         1,000",            75,5,2004,백범로 178
오피스텔,서울특별시 마포구 공덕동,461,0461,0000,마포 신영 지웰,월세,25.91,202209,19,"         1,000",            72,4,2004,백범로 178
오피스텔,서울특별시 마포구 공덕동,461,0461,0000,마포 신영 지웰,월세,29.33,202209,24,"         1,000",            90,11,2004,백범로 178
오피스텔,서울특별시 마포구 공덕동,461,0461,0000,마포 신영 지웰,월세,30.09,202210,7,"         1,000",            85,19,2004,백범로 178
오피스텔,서울특별시 마포구 공덕동,462,0462,0000,마포공덕파크팰리스Ⅱ,월세,33.01,202201,5,"         1,000",            85,7,2005,마포대로 143
오피스텔,서울특별시 마포구 공덕동,462,0462,0000,마포공덕파크팰리스Ⅱ,전세,33.01,202201,18,"        29,000",             0,6,2005,마포대로 143
오피스텔,서울특별시 마포구 공덕동,462,0462,0000,마포공덕파크팰리스Ⅱ,전세,33.01,202202,4,"        24,000",             0,14,2005,마포대로 143
오피스텔,서울특별시 마포구 공덕동,462,0462,0000,마포공덕파크팰리스Ⅱ,전세,33.01,202202,5,"        25,200",             0,5,2005,마포대로 143
오피스텔,서울특별시 마포구 공덕동,462,0462,0000,마포공덕파크팰리스Ⅱ,전세,42.5,202202,26,"        35,000",             0,9,2005,마포대로 143
오피스텔,서울특별시 마포구 공덕동,462,0462,0000,마포공덕파크팰리스Ⅱ,월세,33.01,202203,12,"         1,000",            80,6,2005,마포대로 143
오피스텔,서울특별시 마포구 공덕동,462,0462,0000,마포공덕파크팰리스Ⅱ,전세,42.5,202203,19,"        38,000",             0,20,2005,마포대로 143
오피스텔,서울특별시 마포구 공덕동,462,0462,0000,마포공덕파크팰리스Ⅱ,전세,33.01,202203,24,"        25,200",             0,5,2005,마포대로 143
오피스텔,서울특별시 마포구 공덕동,462,0462,0000,마포공덕파크팰리스Ⅱ,전세,33.01,202204,12,"        29,000",             0,15,2005,마포대로 143
오피스텔,서울특별시 마포구 공덕동,462,0462,0000,마포공덕파크팰리스Ⅱ,월세,33.01,202204,23,"         1,000",            85,11,2005,마포대로 143
오피스텔,서울특별시 마포구 공덕동,462,0462,0000,마포공덕파크팰리스Ⅱ,월세,33.01,202205,3,"         1,000",            78,12,2005,마포대로 143
오피스텔,서울특별시 마포구 공덕동,462,0462,0000,마포공덕파크팰리스Ⅱ,월세,42.5,202205,4,"         1,000",           110,5,2005,마포대로 143
오피스텔,서울특별시 마포구 공덕동,462,0462,0000,마포공덕파크팰리스Ⅱ,월세,42.5,202205,9,"        10,000",            70,18,2005,마포대로 143
오피스텔,서울특별시 마포구 공덕동,462,0462,0000,마포공덕파크팰리스Ⅱ,월세,33.01,202205,13,"         1,000",            85,9,2005,마포대로 143
오피스텔,서울특별시 마포구 공덕동,462,0462,0000,마포공덕파크팰리스Ⅱ,월세,33.01,202206,21,"         5,000",            65,5,2005,마포대로 143
오피스텔,서울특별시 마포구 공덕동,462,0462,0000,마포공덕파크팰리스Ⅱ,전세,42.5,202207,1,"        37,000",             0,21,2005,마포대로 143
오피스텔,서울특별시 마포구 공덕동,462,0462,0000,마포공덕파크팰리스Ⅱ,월세,33.01,202208,1,"         1,000",            85,8,2005,마포대로 143
오피스텔,서울특별시 마포구 공덕동,462,0462,0000,마포공덕파크팰리스Ⅱ,월세,33.01,202208,22,"         1,000",            85,20,2005,마포대로 143
오피스텔,서울특별시 마포구 공덕동,462,0462,0000,마포공덕파크팰리스Ⅱ,월세,33.01,202209,1,"         1,000",            76,12,2005,마포대로 143
오피스텔,서울특별시 마포구 공덕동,462,0462,0000,마포공덕파크팰리스Ⅱ,월세,33.01,202209,17,"         1,000",            85,17,2005,마포대로 143
